num,url,name_ko,name_en,country,region,country_region,varietal,vintage,type,category,style,winery,winery_ko,winery_en,brand,grade,price,volume,abv,sweetness,acidity,body,tannin,serving_temp,pairing,awards,title_block
713,https://www.naracellar.com/wine/wine_view.php?num=713,몬테스 클래식 소비뇽 블랑,Montes Classic Sauvignon Blanc,칠레,카사블랑카 밸리,칠레 > 카사블랑카 밸리,소비뇽 블랑(Sauvignon Blanc) 100%,,화이트,White,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,10 ~ 12℃,"회, 시저샐러드, 세비체, 새우 요리, 구워낸 해산물, 클램차우더, 레몬치킨 등",2014 WS 87 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2009 WS 86 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2011 WS 84 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2006 WS 85 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2013 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2010 RP 88 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 86 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2008 RP 87 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2007 RP 86 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 All Vintages 더보기,
539,https://www.naracellar.com/wine/wine_view.php?num=539,까델 보스코 프란치아코르타 도자쥬 제로,Ca'del Bosco Franciacorta Dosage Zero,이태리,프란치아코르타,이태리 > 프란치아코르타,"샤도네이 약 60%, 피노 네로 약 20%, 피노 비앙코 약 20%",,스파클링,Sparkling,,까델 보스코(Ca’ del Bosco),까델 보스코,Ca’ del Bosco,,,,750ml,,,,,,9 ~ 12 ℃,"흰색육류, 생선류",,
695,https://www.naracellar.com/wine/wine_view.php?num=695,짐 배리 아르마 쉬라즈,Jim Barry The Armagh Shiraz,호주,남호주 > 클레어 밸리,호주 > 남호주 > 클레어 밸리,쉬라즈(Shiraz) 100%,,레드,Red,,짐 배리(Jim Barry),짐 배리,Jim Barry,,,,750ml,,,,,,16 ~ 18 ℃,"구워낸 모든 육류, 가금류 등",2017 RP 93 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2016 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2015 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2014 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 96 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2013 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 94 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2012 RP 98+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 96 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 98 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2010 RP 99+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 94 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2009 RP 96+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 93 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2008 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2007 RP 96+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2006 RP 97+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 93 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2005 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
532,https://www.naracellar.com/wine/wine_view.php?num=532,알바로 팔라시오스 레르미타,Alvaro Palacios L'Ermita,스페인,프리오랏,스페인 > 프리오랏,"가르나차 85%, 까리녜나 5%, 카버네 소비뇽 10%",,레드,Red,,알바로 팔라시오스(Alvaro Palacios),알바로 팔라시오스,Alvaro Palacios,,,,750ml,,,,,,17 ~ 18℃,,,
535,https://www.naracellar.com/wine/wine_view.php?num=535,헨쉬키 마운트 에델스톤 쉬라즈,Henschke Mount Edelstone Shiraz,호주,남호주 > 에덴 밸리,호주 > 남호주 > 에덴 밸리,쉬라즈(Shiraz) 100%,,레드,Red,,헨쉬키(Henschke),헨쉬키,Henschke,,,,750ml,,,,,,16～ 17 ℃,"붉은육류, 가금류",2016 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 91 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2015 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2014 RP 92+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 93 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2013 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 93 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2012 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 93 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2010 RP 97+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 98 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2009 RP 97+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2008 RP 94 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2007 RP 94+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2006 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 92 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2005 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
517,https://www.naracellar.com/wine/wine_view.php?num=517,피터 마이클 벨 꼬뜨 샤도네이,Peter Michael Belle Cote Chardonnay,미국,캘리포니아 > 소노마 코스트,미국 > 캘리포니아 > 소노마 코스트,샤도네이(Chardonnay) 100%,,화이트,White,,피터 마이클 와이너리(Peter Michael winery),피터 마이클 와이너리,Peter Michael winery,,,,750ml,,,,,,12~14 ℃,,2021 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 99 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2019 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 97 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 98 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
516,https://www.naracellar.com/wine/wine_view.php?num=516,피터 마이클 라 까리에르 샤도네이,Peter Michael La Carriere Chardonnay,미국,캘리포니아 > 소노마 코스트,미국 > 캘리포니아 > 소노마 코스트,Chardonnay(샤도네이) 100%,,화이트,White,,피터 마이클 와이너리(Peter Michael winery),피터 마이클 와이너리,Peter Michael winery,,,,750ml,,,,,,12 ~ 14℃,,2022 RP 98 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 96 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 2021 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 98 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2020 WS 95 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
515,https://www.naracellar.com/wine/wine_view.php?num=515,피터 마이클 레 빠보 보르도 블렌드,Peter Michael Les Pavots Bordeaux Blend,미국,캘리포니아 > 소노마 코스트,미국 > 캘리포니아 > 소노마 코스트,"카버네 소비뇽(Cabernet Sauvignon) 63%, 카버네 프랑(Cabernet Franc) 22%, 멀롯(Merlot) 12%, 쁘띠 베르도(Petit Verdot) 3%",,레드,Red,,피터 마이클 와이너리(Peter Michael winery),피터 마이클 와이너리,Peter Michael winery,,,,750ml,,,,,,17 ~ 18℃,,2020 RP 95 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2019 JS 99 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2018 RP 96 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 97 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
514,https://www.naracellar.com/wine/wine_view.php?num=514,콜긴 나인 이스테이트 시라,Colgin IX Estate Syrah,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,시라(Syrah) 100%,,레드,Red,,콜긴(Colgin),콜긴,Colgin,,,,750ml,,,,,,17 ~ 18℃,,,
513,https://www.naracellar.com/wine/wine_view.php?num=513,콜긴 나인 이스테이트 레드,Colgin IX Estate Red,미국,캘리포니아 > 나파 밸리,미국 > 캘리포니아 > 나파 밸리,"카버네 소비뇽(Cabernet Sauvignon) 59%, 카버네 프랑(Cabernet Franc) 13%, 멀롯(Merlot) 22%, 쁘띠 베르도 (Petit Verdot) 6%",,레드,Red,,콜긴(Colgin),콜긴,Colgin,,,,750ml,,,,,,17 ~ 18℃,,,
887,https://www.naracellar.com/wine/wine_view.php?num=887,도멘 유제니 그랑 에세죠 그랑 크뤼,Domaine d’Eugenie Grands-Echezeaux Grand Cru,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노누아 (Pinot Noir),,레드,Red,,도멘 유제니(Domaine d’Eugenie),도멘 유제니,Domaine d’Eugenie,,,,750ml,,,,,,8 ～ 10 ℃,,,
885,https://www.naracellar.com/wine/wine_view.php?num=885,도멘 유제니 본 로마네 프르미에 크뤼 오 브륄레,Domaine d’Eugenie Vosne Romanee 1er Cru Aux Brulees,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노누아 (Pinot Noir),,레드,Red,,도멘 유제니(Domaine d’Eugenie),도멘 유제니,Domaine d’Eugenie,,,,750ml,,,,,,8 ～ 10 ℃,,,
895,https://www.naracellar.com/wine/wine_view.php?num=895,몬테스 타이타,Montes Taita,칠레,콜차구아 밸리,칠레 > 콜차구아 밸리,"카버네 소비뇽(Cabernet Sauvignon) 85%, 기타 품종 15%(매 해 와인메이커의 선택에 의해 결정)",,레드,Red,,몬테스(Montes),몬테스,Montes,,,,750ml,,,,,,17 ~ 18 ℃,"붉은 육류, 육회, 매칭 없이 와인 단독으로. 야채스튜, 다양한 치즈 등",2014 JS 96 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2011 RP 93 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 2010 RP 93+ RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2009 RP 92 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 90 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 95 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 2007 RP 93 RP : Robert Parker Wine Advocate 전세계에서 가장 영향력 높은 와인 평론가 WS 92 WS : Wine Spectator 연말에 그 해 가장 뛰어난 와인 100선(TOP 100)을 선정하는 것으로 유명한 미국 와인 전문지 JS 94 JS : James Suckling 와인 스펙테이터에서 30년 가까운 경력을 쌓은 현재 가장 영향력 있는 와인 평론가 중 한 사람 All Vintages 더보기,
886,https://www.naracellar.com/wine/wine_view.php?num=886,도멘 유제니 에세죠 그랑 크뤼,Domaine d’Eugenie Echezeaux Grand Cru,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노누아 (Pinot Noir),,레드,Red,,도멘 유제니(Domaine d’Eugenie),도멘 유제니,Domaine d’Eugenie,,,,750ml,,,,,,8 ～ 10 ℃,,,
884,https://www.naracellar.com/wine/wine_view.php?num=884,도멘 유제니 본 로마네 끌로 유제니,Domaine d'Eugenie Vosne-Romanee Clos d’Eugenie,프랑스,부르고뉴 > 꼬뜨 드 뉘,프랑스 > 부르고뉴 > 꼬뜨 드 뉘,피노누아 (Pinot Noir),,레드,Red,,도멘 유제니(Domaine d’Eugenie),도멘 유제니,Domaine d’Eugenie,,,,750ml,,,,,,8 ~ 10 ℃,,,
